group_name,state,district_id,district_name,nces_id,exists_in_index,is_orphaned,has_nces,opp_count,opp_revenue,school_count,session_count,session_revenue,course_count,total_revenue,notes
NORTH BOONE COMMUNITY UNIT SCHOOL DISTRICT 200,IL,17592284312564,North Boone Community Unit School District 200,,False,True,False,1,21040,1,0,0,0,21040,Non-canonical pattern -- needs manual review to determine correct merge target
UNITED FRIENDS OF THE CHILDREN,CA,17592246333717,United Friends of the Children,,True,False,False,2,20480,0,0,0,0,20480,Non-canonical pattern -- needs manual review to determine correct merge target
UNITED FRIENDS OF THE CHILDREN,CA,17592188843626,United Friends of the Children,,False,True,False,2,20480,0,0,0,0,20480,Non-canonical pattern -- needs manual review to determine correct merge target
CORNWALL CENTRAL SCHOOL DISTRICT SCHOOLS,NY,17592188165941,Cornwall Central School District Schools,,False,True,False,2,20239.5,0,0,0,0,20239.5,Non-canonical pattern -- needs manual review to determine correct merge target
MINISINK VALLEY CENTRAL SCHOOL DISTRICT,NY,17592193637780,Minisink Valley Central School District,,False,True,False,1,20000,0,0,0,0,20000,Non-canonical pattern -- needs manual review to determine correct merge target
SEABROOK SCHOOL DISTRICT,NH,17592188843791,Seabrook School District,,False,True,False,1,20000,1,0,0,0,20000,Non-canonical pattern -- needs manual review to determine correct merge target
SCHOOL CITY OF EAST CHICAGO,IN,17592284312579,School City of East Chicago,,False,True,False,1,20000,1,0,0,0,20000,Non-canonical pattern -- needs manual review to determine correct merge target
WEST FARGO 6 SCHOOL DISTRICT,ND,17592284312928,West Fargo 6 School District,,False,True,False,1,20000,1,0,0,0,20000,Non-canonical pattern -- needs manual review to determine correct merge target
PLAINFIELD COMMUNITY CONSOLIDATED SCHOOL DISTRICT 202,IL,17592284313050,Plainfield Community Consolidated School District 202,,False,True,False,1,20000,1,0,0,0,20000,Non-canonical pattern -- needs manual review to determine correct merge target
ANACORTES SCHOOL DISTRICT,WA,17592284313357,Anacortes School District,,False,True,False,1,20000,1,0,0,0,20000,Non-canonical pattern -- needs manual review to determine correct merge target
NEW TRIER TOWNSHIP HIGH SCHOOL DISTRICT 203,IL,17592284313393,New Trier Township High School District 203,,False,True,False,1,20000,1,0,0,0,20000,Non-canonical pattern -- needs manual review to determine correct merge target
HALE COUNTY SCHOOLS,AL,17592284313817,Hale County Schools,,False,True,False,1,20000,1,0,0,0,20000,Non-canonical pattern -- needs manual review to determine correct merge target
ORCHARD VIEW SCHOOLS,MI,17592284316339,Orchard View Schools,,False,True,False,1,20000,1,0,0,0,20000,Non-canonical pattern -- needs manual review to determine correct merge target
MCCOMB SCHOOL DISTRICT,MS,17592284318229,McComb School District,,False,True,False,1,20000,1,0,0,0,20000,Non-canonical pattern -- needs manual review to determine correct merge target
GLENBARD TOWNSHIP HIGH SCHOOL DISTRICT 87,IL,17592284318711,Glenbard Township High School District 87,,False,True,False,1,20000,1,0,0,0,20000,Non-canonical pattern -- needs manual review to determine correct merge target
DIGHTON-REHOBOTH REGIONAL SCHOOL DISTRICT,MA,17592284319180,Dighton-Rehoboth Regional School District,,False,True,False,1,20000,1,0,0,0,20000,Non-canonical pattern -- needs manual review to determine correct merge target
PLAINFIELD SCHOOL DISTRICT,NJ,17592284319277,Plainfield School District,,False,True,False,1,20000,0,0,0,0,20000,Non-canonical pattern -- needs manual review to determine correct merge target
WAYNE SCHOOL DISTRICT,NY,17592188008144,Wayne School District,,False,True,False,2,19000,0,0,0,0,19000,Non-canonical pattern -- needs manual review to determine correct merge target
GIBRALTAR SCHOOL DISTRICT,MI,17592284312432,Gibraltar School District,,False,True,False,1,18500,1,0,0,0,18500,Non-canonical pattern -- needs manual review to determine correct merge target
SUL ROSS STATE UNIVERSITY - SSS,TX,17592246333760,Sul Ross State University - SSS,,True,False,False,2,18150,3,345,0,31,18150,Non-canonical pattern -- needs manual review to determine correct merge target
SUL ROSS STATE UNIVERSITY - SSS,TX,17592188843751,Sul Ross State University - SSS,,False,True,False,2,18150,0,0,0,0,18150,Non-canonical pattern -- needs manual review to determine correct merge target
UNIVERSITY OF CALIFORNIA-SANTA CRUZ GEAR UP,CA,17592284315135,University Of California-Santa Cruz Gear Up,,False,True,False,1,17593,0,0,0,0,17593,Non-canonical pattern -- needs manual review to determine correct merge target
EXPLORIS (DISTRICT),NC,17592284312061,Exploris (District),,False,True,False,4,15670,1,0,0,0,15670,Non-canonical pattern -- needs manual review to determine correct merge target
EAST ALTON SCHOOL DISTRICT 13,IL,17592190617431,East Alton School District 13,,False,True,False,3,15504.5,1,0,0,0,15504.5,Non-canonical pattern -- needs manual review to determine correct merge target
HARRISON SCHOOL DISTRICT,NY,17592188145008,Harrison School District,,False,True,False,4,15000,0,0,0,0,15000,Non-canonical pattern -- needs manual review to determine correct merge target
CATTARAUGUS-ALLEGANY BOCES,NY,17592188167736,Cattaraugus-Allegany BOCES,,False,True,False,2,15000,0,0,0,0,15000,Non-canonical pattern -- needs manual review to determine correct merge target
JANESVILLE SCHOOL DISTRICT,WI,17592284310325,Janesville School District,,False,True,False,1,15000,1,0,0,0,15000,Non-canonical pattern -- needs manual review to determine correct merge target
WHIN MUSIC COMMUNITY CHARTER SCHOOL (DISTRICT),NY,17592284311894,Whin Music Community Charter School (District),,False,True,False,1,15000,1,0,0,0,15000,Non-canonical pattern -- needs manual review to determine correct merge target
NIXA PUBLIC SCHOOLS DISTRICT,MO,17592284312258,Nixa Public Schools District,,False,True,False,1,15000,1,0,0,0,15000,Non-canonical pattern -- needs manual review to determine correct merge target
KIRBY SCHOOL DISTRICT 140,IL,17592284313399,Kirby School District 140,,False,True,False,1,15000,1,0,0,0,15000,Non-canonical pattern -- needs manual review to determine correct merge target
THE BARACK OBAMA GREEN CHARTER HIGH SCHOOL,NJ,17592284314164,The Barack Obama Green Charter High School,,False,True,False,1,15000,1,0,0,0,15000,Non-canonical pattern -- needs manual review to determine correct merge target
PINE LAKE PREPARATORY (DISTRICT),NC,17592284314469,Pine Lake Preparatory (District),,False,True,False,1,15000,1,0,0,0,15000,Non-canonical pattern -- needs manual review to determine correct merge target
WEST CANADA VALLEY SCHOOL DISTRICT,NY,17592297177315,West Canada Valley School District,,True,False,False,5,14000,3,7,0,17,14000,Non-canonical pattern -- needs manual review to determine correct merge target
WEST CANADA VALLEY SCHOOL DISTRICT,NY,17592188843839,West Canada Valley School District,,False,True,False,5,14000,0,0,0,0,14000,Non-canonical pattern -- needs manual review to determine correct merge target
ICHABOD CRANE CENTRAL SCHOOL DISTRICT,NY,17592297177211,Ichabod Crane Central School District,,True,False,False,5,14000,5,35,0,6,14000,Non-canonical pattern -- needs manual review to determine correct merge target
ICHABOD CRANE CENTRAL SCHOOL DISTRICT,NY,17592188518823,Ichabod Crane Central School District,,False,True,False,5,14000,0,0,0,0,14000,Non-canonical pattern -- needs manual review to determine correct merge target
CANNELTON CITY SCHOOLS,IN,17592284311710,Cannelton City Schools,,False,True,False,1,13655.84,1,0,0,0,13655.84,Non-canonical pattern -- needs manual review to determine correct merge target
RILEY COMMUNITY CONSOLIDATED SCHOOL DISTRICT 18,IL,17592284312293,Riley Community Consolidated School District 18,,False,True,False,1,13282.5,1,0,0,0,13282.5,Non-canonical pattern -- needs manual review to determine correct merge target
BLOOMFIELD SCHOOL DISTRICT,IN,17592284311626,Bloomfield School District,,False,True,False,1,13000,1,0,0,0,13000,Non-canonical pattern -- needs manual review to determine correct merge target
HORSEHEADS SCHOOL DISTRICT,NY,17592188518803,Horseheads School District,,False,True,False,4,12500,0,0,0,0,12500,Non-canonical pattern -- needs manual review to determine correct merge target
SEMINOLE COUNTY SCHOOLS,GA,17592285098520,Seminole County Schools,,False,True,False,2,12000,1,0,0,0,12000,Non-canonical pattern -- needs manual review to determine correct merge target
BRIARCLIFF MANOR SCHOOL DISTRICT,NY,17592188168170,Briarcliff Manor School District,,False,True,False,3,11000,0,0,0,0,11000,Non-canonical pattern -- needs manual review to determine correct merge target
PINE VALLEY CENTRAL SCHOOL DISTRICT (SOUTH DAYTON),NY,17592284311117,Pine Valley Central School District (South Dayton),,False,True,False,1,11000,0,0,0,0,11000,Non-canonical pattern -- needs manual review to determine correct merge target
CLARKSTOWN SCHOOL DISTRICT,NY,17592188166685,Clarkstown School District,,False,True,False,2,10941,0,0,0,0,10941,Non-canonical pattern -- needs manual review to determine correct merge target
HINSDALE CENTRAL SCHOOL DISTRICT,NY,17592284312505,Hinsdale Central School District,,False,True,False,1,10604,0,0,0,0,10604,Non-canonical pattern -- needs manual review to determine correct merge target
EDUCATIONAL SERVICE UNIT 9,NE,17592188843634,Educational Service Unit 9,,False,True,False,2,10560,1,0,0,0,10560,Non-canonical pattern -- needs manual review to determine correct merge target
LITTLE FLOWER UNION FREE SCHOOL DISTRICT,NY,17592193636886,Little Flower Union Free School District,,False,True,False,1,10000,0,0,0,0,10000,Non-canonical pattern -- needs manual review to determine correct merge target
TERREBONNE PARISH SCHOOL BOARD,LA,17592284310370,Terrebonne Parish School Board,,False,True,False,1,10000,1,0,0,0,10000,Non-canonical pattern -- needs manual review to determine correct merge target
DOUGHERTY COUNTY SCHOOL DISTRICT,GA,17592284310544,Dougherty County School District,,False,True,False,1,10000,1,0,0,0,10000,Non-canonical pattern -- needs manual review to determine correct merge target
BRIDGEPORT-SPAULDING COMMUNITY SCHOOL DISTRICT,MI,17592284311732,Bridgeport-Spaulding Community School District,,False,True,False,1,10000,1,0,0,0,10000,Non-canonical pattern -- needs manual review to determine correct merge target
GREATER ALBANY PUBLIC SCHOOL DISTRICT 8J,OR,17592284312010,Greater Albany Public School District 8J,,False,True,False,1,10000,1,0,0,0,10000,Non-canonical pattern -- needs manual review to determine correct merge target
MERIWETHER COUNTY SCHOOL DISTRICT,GA,17592284312561,Meriwether County School District,,False,True,False,1,10000,1,0,0,0,10000,Non-canonical pattern -- needs manual review to determine correct merge target
YOSEMITE UNIFIED SCHOOL DISTRICT,CA,17592284312723,Yosemite Unified School District,,False,True,False,1,10000,1,0,0,0,10000,Non-canonical pattern -- needs manual review to determine correct merge target
ROCKDALE COUNTY PUBLIC SCHOOLS,GA,17592284312774,Rockdale County Public Schools,,False,True,False,1,10000,1,0,0,0,10000,Non-canonical pattern -- needs manual review to determine correct merge target
IRON COUNTY SCHOOL DISTRICT,UT,17592284313124,Iron County School District,,False,True,False,1,10000,1,0,0,0,10000,Non-canonical pattern -- needs manual review to determine correct merge target
BLUE HILLS REGIONAL TECHNICAL SCHOOL (DISTRICT),,17592284313130,Blue Hills Regional Technical School (District),,False,True,False,1,10000,1,0,0,0,10000,Non-canonical pattern -- needs manual review to determine correct merge target
GASCONADE COUNTY R-II SCHOOL DISTRICT,MO,17592284313935,Gasconade County R-II School District,,False,True,False,1,10000,1,0,0,0,10000,Non-canonical pattern -- needs manual review to determine correct merge target
MOORHEAD PUBLIC SCHOOL DISTRICT 152,MN,17592284314007,Moorhead Public School District 152,,False,True,False,1,10000,1,0,0,0,10000,Non-canonical pattern -- needs manual review to determine correct merge target
TAHOMA SCHOOL DISTRICT,WA,17592284314481,Tahoma School District,,False,True,False,1,10000,1,0,0,0,10000,Non-canonical pattern -- needs manual review to determine correct merge target
CARDINAL COMMUNITY SCHOOL DISTRICT,IA,17592284314487,Cardinal Community School District,,False,True,False,1,10000,1,0,0,0,10000,Non-canonical pattern -- needs manual review to determine correct merge target
BRISTOL-PLYMOUTH REGIONAL TECHNICAL SCHOOL,MA,17592284317300,Bristol-Plymouth Regional Technical School,,False,True,False,1,10000,1,0,0,0,10000,Non-canonical pattern -- needs manual review to determine correct merge target
SOMERTON ELEMENTARY DISTRICT,AZ,17592284318512,Somerton Elementary District,,False,True,False,1,10000,1,0,0,0,10000,Non-canonical pattern -- needs manual review to determine correct merge target
HAMILTON SCHOOL DISTRICT,WI,17592284318732,Hamilton School District,,False,True,False,1,10000,1,0,0,0,10000,Non-canonical pattern -- needs manual review to determine correct merge target
GATES-CHILI CENTRAL SCHOOL DISTRICT,NY,17592284318795,Gates-Chili Central School District,,False,True,False,1,10000,0,0,0,0,10000,Non-canonical pattern -- needs manual review to determine correct merge target
SAINT MARY PARISH SCHOOL BOARD,LA,17592284319268,Saint Mary Parish School Board,,False,True,False,1,10000,1,0,0,0,10000,Non-canonical pattern -- needs manual review to determine correct merge target
DEKALB COMMUNITY UNIT SCHOOL DISTRICT 428,IL,17592284319560,Dekalb Community Unit School District 428,,False,True,False,1,10000,1,0,0,0,10000,Non-canonical pattern -- needs manual review to determine correct merge target
YOSEMITE COMMUNITY COLLEGE DISTRICT,CA,17592246338466,Yosemite Community College District,,True,False,False,2,9640,1,22,0,2,9640,Non-canonical pattern -- needs manual review to determine correct merge target
YOSEMITE COMMUNITY COLLEGE DISTRICT,CA,17592186851379,Yosemite Community College District,,False,True,False,2,9640,0,0,0,0,9640,Non-canonical pattern -- needs manual review to determine correct merge target
FERRIS STATE UNIVERSITY,MI,17592246333410,Ferris State University,,True,False,False,1,9193.8,1,20,0,2,9193.8,Non-canonical pattern -- needs manual review to determine correct merge target
FERRIS STATE UNIVERSITY,MI,17592186875198,Ferris State University,,False,True,False,1,9193.8,0,0,0,0,9193.8,Non-canonical pattern -- needs manual review to determine correct merge target
OTSELIC VALLEY CENTRAL SCHOOL DISTRICT,NY,17592284311265,Otselic Valley Central School District,,False,True,False,1,9050,0,0,0,0,9050,Non-canonical pattern -- needs manual review to determine correct merge target
LIBERTY PUBLIC SCHOOL DISTRICT 53,MO,17592284311570,Liberty Public School District 53,,False,True,False,1,8700,1,0,0,0,8700,Non-canonical pattern -- needs manual review to determine correct merge target
WISSAHICKON CHARTER SCHOOL (DISTRICT),PA,17592238298751,Wissahickon Charter School (District),,True,False,False,1,5898.75,2,24,2280,2,8178.75,Non-canonical pattern -- needs manual review to determine correct merge target
HYDE PARK CENTRAL SCHOOL DISTRICT,NY,17592236324791,Hyde Park Central School District,,False,True,False,3,7158,0,0,0,0,7158,Non-canonical pattern -- needs manual review to determine correct merge target
SCHOOL TOWN OF HIGHLAND,IN,17592284312411,School Town of Highland,,False,True,False,1,7000,1,0,0,0,7000,Non-canonical pattern -- needs manual review to determine correct merge target
ALEXANDRIA SCHOOL DISTRICT,NY,17592188524137,Alexandria School District,,False,True,False,4,6950,0,0,0,0,6950,Non-canonical pattern -- needs manual review to determine correct merge target
LIBERTY ELEMENTARY DISTRICT,AZ,17592284318599,Liberty Elementary District,,False,True,False,1,6600,1,0,0,0,6600,Non-canonical pattern -- needs manual review to determine correct merge target
WISSAHICKON CHARTER SCHOOL (DISTRICT),PA,17592237307675,Wissahickon Charter School (District),,False,True,False,1,5898.75,0,0,0,0,5898.75,Non-canonical pattern -- needs manual review to determine correct merge target
VAN HORNESVILLE-OWEN D. YOUNG SCHOOL DISTRICT,NY,17592188009751,Van Hornesville-Owen D. Young School District,,False,True,False,1,5000,0,0,0,0,5000,Non-canonical pattern -- needs manual review to determine correct merge target
CAIRO UNIFIED SCHOOL DISTRICT 1,IL,17592284311766,Cairo Unified School District 1,,False,True,False,1,5000,1,0,0,0,5000,Non-canonical pattern -- needs manual review to determine correct merge target
LA CROSSE SCHOOL DISTRICT,WI,17592284311815,La Crosse School District,,False,True,False,1,5000,1,0,0,0,5000,Non-canonical pattern -- needs manual review to determine correct merge target
KILDARE PUBLIC SCHOOL,OK,17592284311915,Kildare Public School,,False,True,False,1,5000,1,0,0,0,5000,Non-canonical pattern -- needs manual review to determine correct merge target
GRAND ISLAND CENTRAL SCHOOL DISTRICT,NY,17592284311985,Grand Island Central School District,,False,True,False,1,5000,0,0,0,0,5000,Non-canonical pattern -- needs manual review to determine correct merge target
SPRING LAKE PARK PUBLIC SCHOOLS,MN,17592284312189,Spring Lake Park Public Schools,,False,True,False,1,5000,1,0,0,0,5000,Non-canonical pattern -- needs manual review to determine correct merge target
ELLICOTTVILLE CENTRAL SCHOOL DISTRICT,NY,17592284312240,Ellicottville Central School District,,False,True,False,1,5000,0,0,0,0,5000,Non-canonical pattern -- needs manual review to determine correct merge target
ALBION CENTRAL SCHOOL DISTRICT,NY,17592284313238,Albion Central School District,,False,True,False,1,5000,1,0,0,0,5000,Non-canonical pattern -- needs manual review to determine correct merge target
DANSVILLE CENTRAL SCHOOL DISTRICT,NY,17592284313306,Dansville Central School District,,False,True,False,1,5000,0,0,0,0,5000,Non-canonical pattern -- needs manual review to determine correct merge target
SOUTH SHORE REGIONAL VOCATIONAL TECH,,17592284314497,South Shore Regional Vocational Tech,,False,True,False,1,5000,1,0,0,0,5000,Non-canonical pattern -- needs manual review to determine correct merge target
OAK PARK CITY SCHOOL DISTRICT,MI,17592284314857,Oak Park City School District,,False,True,False,1,5000,1,0,0,0,5000,Non-canonical pattern -- needs manual review to determine correct merge target
VESTAL CENTRAL SCHOOL DISTRICT,NY,17592284315768,Vestal Central School District,,False,True,False,1,5000,0,0,0,0,5000,Non-canonical pattern -- needs manual review to determine correct merge target
LEXINGTON CITY SCHOOL DISTRICT,TN,17592284315960,Lexington City School District,,False,True,False,1,5000,1,0,0,0,5000,Non-canonical pattern -- needs manual review to determine correct merge target
ROME CITY SCHOOL DISTRICT,GA,17592284317824,Rome City School District,,False,True,False,1,5000,1,0,0,0,5000,Non-canonical pattern -- needs manual review to determine correct merge target
MOUNTAIN BROOK CITY SCHOOLS,AL,17592284318536,Mountain Brook City Schools,,False,True,False,1,5000,1,0,0,0,5000,Non-canonical pattern -- needs manual review to determine correct merge target
MIDDLEBOROUGH PUBLIC SCHOOLS,MA,17592284313681,Middleborough Public Schools,,False,True,False,1,4998,1,0,0,0,4998,Non-canonical pattern -- needs manual review to determine correct merge target
CROTON-HARMON SCHOOL DISTRICT,NY,17592188322864,Croton-Harmon School District,,False,True,False,3,4500,0,0,0,0,4500,Non-canonical pattern -- needs manual review to determine correct merge target
OAKFIELD-ALABAMA SCHOOL DISTRICT,NY,17592188082429,Oakfield-Alabama School District,,False,True,False,2,4250,0,0,0,0,4250,Non-canonical pattern -- needs manual review to determine correct merge target
HYDE PARK CENTRAL SCHOOL DISTRICT,NY,17592246348313,Hyde Park Central School District,,True,False,False,0,0,1,77,3858.75,3,3858.75,Non-canonical pattern -- needs manual review to determine correct merge target
NEW VISIONS PUBLIC SCHOOLS,NY,17592188843620,New Visions Public Schools,,False,True,False,2,3600,1,0,0,0,3600,Non-canonical pattern -- needs manual review to determine correct merge target
BERKSHIRE ARTS AND TECHNOLOGY CHARTER SCHOOL (DISTRICT),MA,17592284312289,Berkshire Arts And Technology Charter School (District),,False,True,False,1,3200,1,0,0,0,3200,Non-canonical pattern -- needs manual review to determine correct merge target
BABYLON SCHOOL DISTRICT,NY,17592188169275,Babylon School District,,False,True,False,1,3150,0,0,0,0,3150,Non-canonical pattern -- needs manual review to determine correct merge target
WEST IRONDEQUOIT SCHOOL DISTRICT,NY,17592188006298,West Irondequoit School District,,False,True,False,1,3025,0,0,0,0,3025,Non-canonical pattern -- needs manual review to determine correct merge target
WILSON SCHOOL DISTRICT,NY,17592188006159,Wilson School District,,False,True,False,1,2500,0,0,0,0,2500,Non-canonical pattern -- needs manual review to determine correct merge target
RYE NECK SCHOOL DISTRICT,NY,17592188061821,Rye Neck School District,,False,True,False,3,1500,0,0,0,0,1500,Non-canonical pattern -- needs manual review to determine correct merge target
RIVER DELL REGIONAL HIGH SCHOOL DISTRICT,NJ,17592297177760,River Dell Regional High School District,,True,False,False,1,811,2,0,0,1,811,Non-canonical pattern -- needs manual review to determine correct merge target
MALVERN SCHOOL DISTRICT,AR,17592284318843,Malvern School District,,False,True,False,1,800,1,0,0,0,800,Non-canonical pattern -- needs manual review to determine correct merge target
BATH CENTRAL SCHOOL DISTRICT,NY,17592297177537,Bath Central School District,,True,False,False,0,0,4,10,693.6,2,693.6,Non-canonical pattern -- needs manual review to determine correct merge target
THORNTON FRACTIONAL TOWNSHIP HIGH SCHOOL DISTRICT 215,IL,17592284313420,Thornton Fractional Township High School District 215,,False,True,False,1,653.13,1,0,0,0,653.13,Non-canonical pattern -- needs manual review to determine correct merge target
BREMEN COMMUNITY HIGH SCHOOL DISTRICT 228,IL,17592284310865,Bremen Community High School District 228,,False,True,False,1,550.04,1,0,0,0,550.04,Non-canonical pattern -- needs manual review to determine correct merge target
LA FAYETTE SCHOOL DISTRICT,NY,17592188115520,La Fayette School District,,False,True,False,2,500,0,0,0,0,500,Non-canonical pattern -- needs manual review to determine correct merge target
BEEKMANTOWN SCHOOL DISTRICT,NY,17592297177200,Beekmantown School District,,True,False,False,0,0,4,0,0,0,0,Non-canonical pattern -- needs manual review to determine correct merge target
HAZELWOOD SCHOOL DISTRICT,MO,17592295279476,Hazelwood School District,,True,False,False,0,0,33,0,0,0,0,Non-canonical pattern -- needs manual review to determine correct merge target
KIPP KANSAS CITY,MO,17592295354093,Kipp Kansas City,,True,False,False,0,0,2,0,0,0,0,Non-canonical pattern -- needs manual review to determine correct merge target
CATTARAUGUS-LITTLE VALLEY SCHOOL DISTRICT,NY,17592297177157,Cattaraugus-Little Valley School District,,True,False,False,0,0,3,0,0,0,0,Non-canonical pattern -- needs manual review to determine correct merge target
PAGE COUNTY PUBLIC SCHOOLS,VA,17592295334346,Page County Public Schools,,True,False,False,0,0,9,0,0,0,0,Non-canonical pattern -- needs manual review to determine correct merge target
GLYNN COUNTY SCHOOL DISTRICT,GA,17592296981112,Glynn County School District,,True,False,False,0,0,19,0,0,0,0,Non-canonical pattern -- needs manual review to determine correct merge target
BAMBERG COUNTY SCHOOL DISTRICT,SC,17592296987679,Bamberg County School District,,True,False,False,0,0,6,0,0,0,0,Non-canonical pattern -- needs manual review to determine correct merge target
HENRY COUNTY SCHOOLS,GA,17592296970409,Henry County Schools,,True,False,False,0,0,51,0,0,0,0,Non-canonical pattern -- needs manual review to determine correct merge target
LEXINGTON-RICHLAND SCHOOL DISTRICT 05,SC,17592297011170,Lexington-Richland School District 05,,True,False,False,0,0,24,0,0,0,0,Non-canonical pattern -- needs manual review to determine correct merge target
HERNANDO COUNTY PUBLIC SCHOOLS,FL,17592297178419,Hernando County Public Schools,,True,False,False,0,0,36,0,0,0,0,Non-canonical pattern -- needs manual review to determine correct merge target
JACKSONVILLE NORTH PULASKI SCHOOL DISTRICT,AR,17592296969364,Jacksonville North Pulaski School District,,True,False,False,0,0,9,0,0,0,0,Non-canonical pattern -- needs manual review to determine correct merge target
MONTANA UNIVERSITY SYSTEM,MT,17592297178640,Montana University System,,True,False,False,0,0,14,0,0,0,0,Non-canonical pattern -- needs manual review to determine correct merge target
MOLINE-COAL VALLEY SCHOOL DISTRICT,IL,17592295250798,Moline-Coal Valley School District,,True,False,False,0,0,15,0,0,0,0,Non-canonical pattern -- needs manual review to determine correct merge target
RANKIN COUNTY SCHOOL DISTRICT,MS,17592295259892,Rankin County School District,,True,False,False,0,0,28,0,0,0,0,Non-canonical pattern -- needs manual review to determine correct merge target
BALDWIN COUNTY SCHOOL DISTRICT,GA,17592295371893,Baldwin County School District,,True,False,False,0,0,6,0,0,0,0,Non-canonical pattern -- needs manual review to determine correct merge target
CAROLINE COUNTY PUBLIC SCHOOLS,VA,17592297000185,Caroline County Public Schools,,True,False,False,0,0,5,0,0,0,0,Non-canonical pattern -- needs manual review to determine correct merge target
ST LANDRY PRIMARY SCHOOL (DISTRICT),LA,17592296993523,St Landry Primary School (District),,True,False,False,0,0,1,0,0,0,0,Non-canonical pattern -- needs manual review to determine correct merge target
SPECIAL SCHOOL DISTRICT OF ST. LOUIS COUNTY,MO,17592296954573,Special School District of St. Louis County,,True,False,False,0,0,10,0,0,0,0,Non-canonical pattern -- needs manual review to determine correct merge target
COMMUNITY HIGH SCHOOL DISTRICT 94,IL,17592295210976,Community High School District 94,,True,False,False,0,0,1,0,0,0,0,Non-canonical pattern -- needs manual review to determine correct merge target
WATKINS GLEN SCHOOL DISTRICT,NY,17592297177511,Watkins Glen School District,,True,False,False,0,0,2,0,0,0,0,Non-canonical pattern -- needs manual review to determine correct merge target
EVANSVILLE-VANDERBURGH SCHOOL CORPORATION,IN,17592296964246,Evansville-Vanderburgh School Corporation,,True,False,False,0,0,40,0,0,0,0,Non-canonical pattern -- needs manual review to determine correct merge target
NEENAH JOINT SCHOOL DISTRICT,WI,17592295353019,Neenah Joint School District,,True,False,False,0,0,14,0,0,0,0,Non-canonical pattern -- needs manual review to determine correct merge target
FREDERICK COUNTY PUBLIC SCHOOLS,VA,17592295204706,Frederick County Public Schools,,True,False,False,0,0,20,0,0,0,0,Non-canonical pattern -- needs manual review to determine correct merge target
ANCHORAGE SCHOOL DISTRICT,AK,17592296969252,Anchorage School District,,True,False,False,0,0,99,0,0,0,0,Non-canonical pattern -- needs manual review to determine correct merge target
MONTGOMERY COUNTY PUBLIC SCHOOLS,MD,17592295190682,Montgomery County Public Schools,,True,False,False,0,0,230,0,0,0,0,Non-canonical pattern -- needs manual review to determine correct merge target
DES MOINES INDEPENDENT COMMUNITY SCHOOL DISTRICT,IA,17592295275150,Des Moines Independent Community School District,,True,False,False,0,0,63,0,0,0,0,Non-canonical pattern -- needs manual review to determine correct merge target
GRAND RAPIDS PUBLIC SCHOOLS,MI,17592296973941,Grand Rapids Public Schools,,True,False,False,0,0,50,0,0,0,0,Non-canonical pattern -- needs manual review to determine correct merge target
DUMONT SCHOOL DISTRICT,NJ,17592297177715,Dumont School District,,True,False,False,0,0,5,0,0,0,0,Non-canonical pattern -- needs manual review to determine correct merge target
ANNE ARUNDEL COUNTY PUBLIC SCHOOLS,MD,17592296974920,Anne Arundel County Public Schools,,True,False,False,0,0,126,0,0,0,0,Non-canonical pattern -- needs manual review to determine correct merge target
PRINCE WILLIAM COUNTY PUBLIC SCHOOLS,VA,17592297002834,Prince William County Public Schools,,True,False,False,0,0,98,0,0,0,0,Non-canonical pattern -- needs manual review to determine correct merge target
URBAN PATHWAYS CHARTER SCHOOL (DISTRICT),PA,17592295227998,Urban Pathways Charter School (District),,True,False,False,0,0,1,0,0,0,0,Non-canonical pattern -- needs manual review to determine correct merge target
CAMDEN COUNTY SCHOOL DISTRICT,GA,17592296969904,Camden County School District,,True,False,False,0,0,12,0,0,0,0,Non-canonical pattern -- needs manual review to determine correct merge target
ROXBURY TOWNSHIP SCHOOL DISTRICT,NJ,17592297178116,Roxbury Township School District,,True,False,False,0,0,8,0,0,0,0,Non-canonical pattern -- needs manual review to determine correct merge target
ALEXANDRIA CITY PUBLIC SCHOOLS,VA,17592297000131,Alexandria City Public Schools,,True,False,False,0,0,20,0,0,0,0,Non-canonical pattern -- needs manual review to determine correct merge target
HENRICO COUNTY PUBLIC SCHOOLS,VA,17592295271486,Henrico County Public Schools,,True,False,False,0,0,81,0,0,0,0,Non-canonical pattern -- needs manual review to determine correct merge target
TRIMBLE COUNTY SCHOOLS,KY,17592295315659,Trimble County Schools,,True,False,False,0,0,4,0,0,0,0,Non-canonical pattern -- needs manual review to determine correct merge target
SUMNER SCHOOL DISTRICT,WA,17592296991128,Sumner School District,,True,False,False,0,0,16,0,0,0,0,Non-canonical pattern -- needs manual review to determine correct merge target
BROWNSVILLE ISD,TX,17592297178464,Brownsville Isd,,True,False,False,0,0,59,0,0,0,0,Non-canonical pattern -- needs manual review to determine correct merge target
CHARTER SCHOOLS USA-FLORIDA,FL,17592297178294,Charter Schools USA-Florida,,True,False,False,0,0,8,0,0,3,0,Non-canonical pattern -- needs manual review to determine correct merge target
FORREST CITY SCHOOL DISTRICT,AR,17592296969059,Forrest City School District,,True,False,False,0,0,6,0,0,0,0,Non-canonical pattern -- needs manual review to determine correct merge target
WEST CENTRAL COMMUNITY SCHOOL DISTRICT,IA,17592295304816,West Central Community School District,,True,False,False,0,0,2,0,0,0,0,Non-canonical pattern -- needs manual review to determine correct merge target
