"leaid","name","state_location","city_location","Official Domain JSON","Website","Job Board JSON","Job Board","External Platform"
"2627720","Pellston Public Schools","MI","PELLSTON","Response","pellstonschools.org","Response","https://www.edustaff.org/","EDUStaff"
"2627810","Pennfield School District","MI","BATTLE CREEK","Response","pennfield.net","Response","https://jobs.redroverk12.com/org/pennfieldschools","Red Rover"
"2627900","Perry Public School District","MI","PERRY","Response","perry.k12.mi.us","Response","https://jobs.redroverk12.com/org/1381","redroverk12.com"
"2627930","Public Schools of Petoskey","MI","PETOSKEY","Response","petoskeyschools.org","Response","https://petoskeyschools.schoolspring.com/","SchoolSpring"
"2627960","Pewamo-Westphalia Community School District","MI","WESTPHALIA","Response","pwschools.org","Response","https://jobs.redroverk12.com/org/1061","RedRover"
"2628530","Plainwell Community Schools","MI","PLAINWELL","Response","plainwellschools.org","Response","https://jobs.redroverk12.com/org/1411","RedRover K12"
"2803060","Neshoba County School District","MS","Philadelphia","Response","neshobacentral.com","Response","https://neshoba.activeapplicant.net/","ActiveApplicant"
"2803090","Nettleton School District","MS","Nettleton","Response","nettletonschools.com","Response","https://nettletonschools.tedk12.com/hire/index.aspx","PowerSchool Applicant Tracking"
"2803120","New Albany Public Schools","MS","New Albany","Response","newalbanyschools.us","Response","https://www.newalbanyschools.us/careers/",
"2907320","Nell Holcomb R-IV School District","MO","CAPE GIRARDEAU","Response","nellholcomb.k12.mo.us","Response","https://www.nellholcomb.k12.mo.us/vnews/display.v/SEC/Employment",
"2633870","Traverse City Area Public Schools","MI","TRAVERSE CITY","Response","tcaps.net","Response","",
"2713110","Cook County Public Schools","MN","GRAND MARAIS","Response","cookcountyschools.org","Response","https://www.applitrack.com/cookcountyschools/onlineapp/","AppliTrack"
"2600010","Sigel Township School District 3F","MI","BAD AXE","Response","huroncountyruralschools.com","Response","",
"2730870","Northland Community Schools","MN","REMER","Response","isd118.k12.mn.us","Response","https://www.applitrack.com/iasc/onlineapp/default.aspx?AppliTrackPostingSearch=location:%22Northland+Community+Schools%22","AppliTrack"
"5099955","School Administrative Unit 70","VT","","Response","sau70.org","Response","https://sau70.tedk12.com/hire/index.aspx","TalentEd Hire by PowerSchool"
"3614430","Highland Falls Central School District","NY","HIGHLAND FALLS","Response","hffmcsd.org","Response","https://olasjobs.org/highland-falls-fort-montg","olasjobs.org"
"3614670","Honeoye Central School District","NY","HONEOYE","Response","honeoye.org","Response","https://honeoye.recruitfront.com/JobBoard","RecruitFront"
"5099940","Rutland City Supervisory District","VT","","Response","rutlandcitypublicschools.org","Response","https://www.schoolspring.com/jobs","Schoolspring"
"5099910","Milton Supervisory District","VT","","Response","mtsd-vt.org","Response","https://www.schoolspring.com/","SchoolSpring"
"5099954","Hartford Supervisory District","VT","","Response","hsdvt.com","Response","https://www.schoolspring.com/","SchoolSpring"
"5099915","Burlington Supervisory District","VT","","Response","bsdvt.org","Response","https://bsdvt.tedk12.com/hire/index.aspx","PowerSchool"
"5099907","Colchester Supervisory District","VT","","Response","csdvt.org","Response","https://employer.schoolspring.com/jobs/?employer=10007","SchoolSpring"
"5099916","South Burlington Supervisory District","VT","","Response","sbschools.net","Response","https://sbschools.schoolspring.com/","SchoolSpring"
"5000406","Montpelier-Roxbury Supervisory Union","VT","","Response","mrpsvt.org","Response","https://www.mrpsvt.org/employment-opportunities",
"5000384","Rivendell Interstate Supervisory District","VT","","Response","rivendellschool.org","Response","https://www.applitrack.com/rivendellschool/onlineapp/jobpostings/view.asp?internaltransferform.Url=&internal=internal&district=","AppliTrack"
"3616290","Kingston City School District","NY","KINGSTON","Response","kingstoncityschools.org","Response","https://olasjobs.org/KingstonCitySD","OLAS Jobs"
"2603540","Atherton Community Schools","MI","BURTON","Response","athertonschools.org","Response","https://www.applitrack.com/gcaps/onlineapp/jobpostings/view.asp?internaltransferform.Url=&choosedistrict=true&applitrackclient=717","AppliTrack"
"2604950","Benzie County Central School","MI","BENZONIA","Response","benzieschools.net","Response","https://northwested.tedk12.com/hire/index.aspx","PowerSchool"
"2605690","Big Bay de Noc School District","MI","COOKS","Response","bigbayschool.com","Response","https://dsisd.tedk12.com/hire/index.aspx","TalentEd"
"5099933","Mill River Unified Union Supervisory District","VT","","Response","mruusd.org","Response","https://www.schoolspring.com/find/vermont_teaching_jobs_in_vermont.cfm","SchoolSpring"
"5099932","Washington Central Supervisory Union","VT","","Response","wcuusd.org","Response","https://www.wcuusd.org/ad-min/human-resources/job-openings",
"5000404","Central Vermont Supervisory Union","VT","","Response","cvsu.org","Response","https://www.indeed.com/cmp/Central-Vermont-Supervisory-Union/jobs","Indeed"
"5099928","Orange Southwest Supervisory Union","VT","","Response","orangesouthwest.org","Response","https://www.orangesouthwest.org/job-openings","SchoolSpring"
"0401920","Chevelon Butte School District","AZ","","Response","chevelonbutte.org","Response","https://www.k12jobspot.com/District/17782/Jobs","k12jobspot.com"
"5099923","Maple Run Supervisory District","VT","","Response","maplerun.org","Response","https://www.maplerun.org/o/mrusd/page/careers--82",
"2606840","Bridgman Public Schools","MI","BRIDGMAN","Response","bridgmanschools.com","Response","https://jobs.redroverk12.com/org/1007","Red Rover"
"2904140","Bakersfield R-IV School District","MO","BAKERSFIELD","Response","bakersfield.k12.mo.us","Response","https://moteachingjobs.com/search.php?todo=process_search&use_region=%2A&use_vacancy=%2A&use_revisedate=3","MO TEACHING JOBS"
"2904170","Ballard R-II School District","MO","BUTLER","Response","ballardr2.net","Response","https://www.ballardr2.net/vnews/display.v/SEC/Employment",
"2908320","Johnson County R-VII School District","MO","Centerview","Response","crestridge.org","Response","https://www.crestridge.org/page/employment",
"2908370","Fort Zumwalt R-II School District","MO","O'FALLON","Response","fz.k12.mo.us","Response","https://fortzumwalt.schoolspring.com/","SchoolSpring"
"2911220","East Prairie R-II School District","MO","EAST PRAIRIE","Response","eastprairie.org","Response","https://www.eastprairie.org/district/employment_opportunities",
"2911250","East Buchanan County C-1 School District","MO","GOWER","Response","ebs.k12.mo.us","Response","https://ebc1.tedk12.com/hire/index.aspx","Frontline Education"
"2911280","Knox County R-I School District","MO","EDINA","Response","knox.k12.mo.us","Response","https://www.moteachingjobs.com/search.php?todo=process_search&use_region=4&use_vacancy=23&use_revisedate=2","MO TEACHING JOBS"
"0402710","Eagle Elementary District","AZ","","Response","https://eagleridge.pvschools.net/","Response","",
"5099921","Missisquoi Valley School District (Supervisory)","VT","","Response","mvsdschools.org","Response","https://www.schoolspring.com/jobdetail?jobId=5507735","SchoolSpring"
"2612930","Ecorse Public School District","MI","ECORSE","Response","ecorse.education","Response","https://www.applitrack.com/resa/OnlineApp/default.aspx?choosedistrict=true&applitrackclient=38115&all=1","Frontline"
"2913650","Hannibal 60 School District","MO","HANNIBAL","Response","hannibal.k12.mo.us","Response","https://hannibal.tedk12.com/hire/index.aspx","TalentEd"
"2913710","Harrisburg R-VIII School District","MO","HARRISBURG","Response","harrisburg.k12.mo.us","Response","https://www.applitrack.com/hbgsd/onlineapp/default.aspx?all=1","Frontline"
"2914400","Lafayette County C-1 School District","MO","HIGGINSVILLE","Response","huskersk12.org","Response","https://lafayette.tedk12.com/hire/index.aspx","PowerSchool"
"2914430","Hillsboro R-III School District","MO","HILLSBORO","Response","hsdr3.org","Response","https://www.applitrack.com/hsdr3/onlineapp/","Frontline"
"2916350","Joplin School District","MO","JOPLIN","Response","joplinschools.org","Response","https://joplin.schoolspring.com/","SchoolSpring"
"2916380","Clark County R-I School District","MO","KAHOKA","Response","clarkcounty.k12.mo.us","Response","https://www.clarkcounty.k12.mo.us/District/Jobs/",
"2916400","Kansas City 33 School District","MO","KANSAS CITY","Response","kcpublicschools.org","Response","https://kcmsd.tedk12.com/hire/index.aspx","TalentEd"
"2916450","Kearney R-I School District","MO","KEARNEY","Response","ksdr1.net","Response","https://www.applitrack.com/kearney/onlineapp/default.aspx?all=1","Frontline"
"2916740","Kirksville R-III School District","MO","KIRKSVILLE","Response","kirksville.k12.mo.us","Response","https://kirksville.tedk12.com/hire/index.aspx","Frontline Education"
"2615540","Garden City School District","MI","GARDEN CITY","Response","gardencityschools.com","Response","https://gardencity.tedk12.com/hire/index.aspx","TalentEd"
"2615870","Gibraltar School District","MI","WOODHAVEN","Response","gibdist.net","Response","https://www.applitrack.com/resa/onlineapp/jobpostings/view.asp?choosedistrict=true&applitrackclient=1163","AppliTrack"
"2619950","Kalamazoo Public School District","MI","KALAMAZOO","Response","kalamazoopublicschools.com","Response","https://jobs.redroverk12.com/org/1158","RedRover K12"
"2920820","Miami R-I School District","MO","AMORET","Response","miamir1.net","Response","https://www.moteachingjobs.com/","Missouri Teaching Jobs"
"2921000","Miller R-II School District","MO","MILLER","Response","millerschools.org","Response","https://millerschools.tedk12.com/hire/index.aspx","PowerSchool Applicant Tracking"
"2511940","Wales School District","MA","Fiskdale","Response","tantasqua.org","Response","https://www.schoolspring.com/jobs/?iframe=1&employer=19502","SchoolSpring"
"2620160","Kelloggsville Public Schools","MI","GRAND RAPIDS","Response","kvilleps.org","Response","https://kvilleps.schoolspring.com/","SchoolSpring"
"3413860","Ringwood Borough School District","NJ","Ringwood","Response","njrps.org","Response","https://www.applitrack.com/ringwood/onlineapp/","Frontline"
"2923070","Oak Ridge R-VI School District","MO","OAK RIDGE","Response","oakridger6schools.com","Response","https://oakridge.tedk12.com/hire/index.aspx","PowerSchool Applicant Tracking"
"2926160","Reeds Spring R-IV School District","MO","REEDS SPRING","Response","rs-wolves.com","Response","https://www.applitrack.com/wolves/onlineapp/default.aspx","Frontline"
"2926220","Republic R-III School District","MO","REPUBLIC","Response","republicschools.org","Response","https://www.applitrack.com/republic/onlineapp/","AppliTrack"
"2928110","Shelby County R-IV School District","MO","SHELBINA","Response","cardinals.k12.mo.us","Response","https://shelbyr4.schoolspring.com/","SchoolSpring"
"2928140","North Shelby School District","MO","SHELBYVILLE","Response","nshelby.k12.mo.us","Response","https://www.nshelby.k12.mo.us/page/job-openings",
"2928170","Sheldon R-VIII School District","MO","SHELDON","Response","sheldon.k12.mo.us","Response","https://www.sheldon.k12.mo.us/vnews/display.v/SEC/District%20Information%7CEmployment%20Opportunities-%22Sheldon%20R-VIII%20School%20is%20an%20Equal%20Opportunity%20Employer%22",
"2928530","South Pemiscot County R-V School District","MO","STEELE","Response","southpemiscot.com","Response","https://www.southpemiscot.com/employment-information-252b35d7",
"2625800","North Muskegon Public Schools","MI","MUSKEGON","Response","nmps.net","Response","https://www.nmps.net/our-district/employment-opportunities/",
"2703660","Barnesville Public School District","MN","BARNESVILLE","Response","barnesville.k12.mn.us","Response","https://www.applitrack.com/barnesville/onlineapp/","Frontline"
"2704470","Benson Public School District","MN","BENSON","Response","benson.k12.mn.us","Response","https://www.benson.k12.mn.us/employment-opportunities",
"2705430","Bertha-Hewitt Public School District","MN","BERTHA","Response","isd786.org","Response","https://www.k12jobspot.com/District/9784/Jobs","K12JobSpot"
"2705460","Big Lake Public School District","MN","BIG LAKE","Response","biglakeschools.org","Response","https://www.applitrack.com/biglake/onlineapp/default.aspx","Frontline Education"
"2712270","Forest Lake Public School District","MN","FOREST LAKE","Response","flaschools.org","Response","https://www.applitrack.com/flaschools/onlineapp/default.aspx?all=1","Frontline"
"2712480","Fulda Public School District","MN","FULDA","Response","fps.mntm.org","Response","https://www.fps.mntm.org/o/fps/page/employment",
"2713170","Grand Rapids Public School District","MN","GRAND RAPIDS","Response","isd318.org","Response","https://www.applitrack.com/iasc/onlineapp/","Frontline Recruitment"
"2713380","Hancock Public School District","MN","HANCOCK","Response","hancock.k12.mn.us","Response","https://www.applitrack.com/hancockk12/onlineapp/default.aspx","AppliTrack"
"2713590","Hayfield Public School District","MN","HAYFIELD","Response","hayfield.k12.mn.us","Response","https://www.applitrack.com/sscschools/onlineapp/JobPostings/view.asp?embed=1&choosedistrict=true&applitrackclient=37327&all=1","AppliTrack"
